entrez	symbol	duplicability	origin	essential_celllines_percentage	ppin_degree	ppin_betweenness	ppin_clustering	complexes	mirna	expressed_tissues_mRNA_GTEx	expressed_tissues_mRNA_protatlas	expressed_tissues_protein_protatlas	expressed_celllines_CLP	expressed_celllines_GNE	expressed_celllines_CCLE	germline_SNVs	germline_SVs	LOEUF_score
1120	CHKB	0	"Last Universal Common Ancestor"	0.0971817	2	4.73007	0	1	1	30	41	41		675	1019	0.0902954		0.916
1133	CHRM5	0	Metazoans	0.0890472	38	3464.77	0.0170697	3	0	1	5	5	947	7	10	0.0595238		0.743
1141	CHRNB2	0	"Last Universal Common Ancestor"	0	100	22516.3	0.0290909	5	13	3	3	3	932	68	94	0.0796813		0.822
1174	AP1S1	2	Eukaryotes	0.193986	33	3737.24	0.185606	15	54	30	42	42	947	675	1016	0.0421941		0.862
1183	CLCN4	2	"Last Universal Common Ancestor"	0	4	141.687	0.166667	0	0	23	32	32	965	402	584	0.0188596		0.151
1186	CLCN7	0	"Last Universal Common Ancestor"	0	65	14333.1	0.0480769	0	30	30	39	39	936	675	1017	0.0645963	0.00124224	0.394
1198	CLK3	0	"Last Universal Common Ancestor"	0.443656	162	25488.5	0.157273	1	1	30	43	43	947	675	1019	0.0370951		0.43
1213	CLTC	1	"Last Universal Common Ancestor"	71.5736	389	113690	0.0891792	37	31	30	43	43	946	675	1019	0.022434	0.000198531	0.104
1233	CCR4	0	"Last Universal Common Ancestor"	0.178412	38	14419.1	0.0199147	3	39	5	16	16		12	33	0.0435185	0.00277778	0.973
1234	CCR5	1	Metazoans	0	49	16072.3	0.0663265	8	33	13	38	38	952	10	17	0.0871212	0.00189394	1.93
1236	CCR7	0	Vertebrates	0	6	64.793	0.133333	3	4	22	31	31	956	67	123	0.0432099		0.778
1240	CMKLR1	0	Vertebrates	0.0890472	100	6675.6	0.0183838	0	45	28	37	37	949	25	47	0.0589812	0.00178731	1.214
1262	CNGA4	0	"Last Universal Common Ancestor"	0	39	1932.23	0.0472335	7	11	3	5	5	948	8	10	0.0991304	0.00057971	0.96
1272	CNTN1	0	Metazoans	0.35524	44	4422.44	0.0433404	5	0	25	32	32	956	206	240	0.0553373	0.000982318	0.373
1277	COL1A1	0	"Last Universal Common Ancestor"	0	99	23277.4	0.0410225	46	98	29	37	37	940	420	780	0.0660291	0.000227687	0.105
1278	COL1A2	0	"Last Universal Common Ancestor"	0	58	11117.4	0.0810647	44	30	29	37	37	946	149	412	0.0773548		0.202
1280	COL2A1	0	"Last Universal Common Ancestor"	0.268097	55	17529.5	0.0498317	32	2	3	4	4	953	59	84	0.0789061	0.00044833	0.134
1281	COL3A1	0	"Last Universal Common Ancestor"	0.26738	25	1082.66	0.05	24	10	28	36	36	948	149	304	0.0527513	0.000909504	0.098
1282	COL4A1	0	"Last Universal Common Ancestor"	0	39	12340.9	0.11336	26	42	29	36	36	955	346	546	0.0665069	0.000399441	0.128
1284	COL4A2	0	"Last Universal Common Ancestor"	0.0891266	62	19761.9	0.0565838	26	12	29	36	36	956	405	602	0.078271	0.000194704	0.585
1289	COL5A1	0	"Last Universal Common Ancestor"	0	41	6920.67	0.126829	21	31	29	36	36	951	342	479	0.0707291	0.00108814	0.055
1293	COL6A3	0	"Last Universal Common Ancestor"	0	6	29.6323	0.133333	26	1	28	36	36	946	136	228	0.0859301	0.000209842	0.562
1294	COL7A1	0	"Last Universal Common Ancestor"	0	21	872.662	0.0857143	25	2	28	31	31	954	362	630	0.0767663	0.000113225	0.595
1298	COL9A2	0	"Last Universal Common Ancestor"	0.0918274	12	278.866	0.121212	21	64	27	33	33	940	302	442	0.121432	0.000483793	0.636
1301	COL11A1	0	"Last Universal Common Ancestor"	0	8	51.9929	0.357143	16	1	5	7	7	944	88	163	0.10341	0.000550055	0.216
1303	COL12A1	0	"Last Universal Common Ancestor"	0	35	3612.34	0.0571429	17	28	27	36	36	951	357	574	0.0750898		0.282
1316	KLF6	0	"Last Universal Common Ancestor"	0.367309	24	1141.79	0.163043	0	61	30	43	43	942	675	1017	0.0424028	0.00353357	0.252
1350	COX7C	2	Metazoans	18.8394	82	1993.5	0.445047	0	4	30	43	43		675	1019	0.026455	0.010582	1.141
1373	CPS1	0	"Last Universal Common Ancestor"	0	97	15672.8	0.0927835	0	56	21	25	25		296	468	0.0955217	0.000661813	0.517
1378	CR1	2	"Last Universal Common Ancestor"	0	7	162.478	0.047619	6	1	7	25	25	948	16	32	0.0152672		0.964
1385	CREB1	0	Opisthokonts	0.178094	191	49610	0.0586939	18	102	30	43	43	949	675	1019	0.0224829	0.00195503	0.223
1387	CREBBP	0	Eukaryotes	3.35753	425	222064	0.0630855	64	47	30	43	43	935	675	1018	0.0631996	0.000273	0.066
1401	CRP	0	Eukaryotes	0	83	35762	0.027035	0	7	4	4	4		3	5	0.0431548	0.0014881	1.921
1404	HAPLN1	0	Vertebrates	0.0913242	8	830.794	0.25	1	18	1	13	13	942	47	100	0.0772128	0.00094162	0.488
1436	CSF1R	0	"Last Universal Common Ancestor"	0.0891266	32	3913.67	0.264113	4	3	30	39	39	948	91	129	0.0428669	0.000342936	0.393
1438	CSF2RA	0	Vertebrates	0.190295	11	141.441	0.181818	8	0	23	41	41	930	99	237	0.030722	0.00844854	1.119
1441	CSF3R	0	Vertebrates	0.0938967	24	2402.57	0.184783	3	0	29	36	36	953	36	62	0.0413287	0.00038625	0.766
1442	CSH1	3	Vertebrates	0.123609	15	1722.01	0.0952381	8	0	1	6	6	952	2	2	0.0245776	0.0122888	1.76
1452	CSNK1A1	3	"Last Universal Common Ancestor"	21.2701	260	70096.7	0.0838729	12	72	30	43	43	938	675	1019	0.00456621	0.000913242	0.215
1454	CSNK1E	1	"Last Universal Common Ancestor"	0	204	64074.8	0.0402782	0	68	30	43	43	943	675	1019			0.143
1457	CSNK2A1	1	"Last Universal Common Ancestor"	0.0925926	638	386999	0.0541035	11	112	30	43	43		675	1019	0.0204604	0.000852515	0.297
1460	CSNK2B	0	Eukaryotes	51.5571	406	187290	0.0505382	10	0	30	42	42		675	1019	0.0232558		0.383
1462	VCAN	0	Metazoans	0.0890472	45	9939.17	0.0606061	2	24	28	38	38	956	284	437	0.0359246	0.000196309	0.199
1464	CSPG4	1	"Last Universal Common Ancestor"	0.273973	62	8818.7	0.0375463	2	1	28	31	31	948	206	345	0.0516796		0.459
1495	CTNNA1	2	"Last Universal Common Ancestor"	0.18797	137	24876.5	0.111743	11	6	30	42	42	947	665	1008	0.0511405	0.000735835	0.313
1496	CTNNA2	2	"Last Universal Common Ancestor"	0	45	3590.09	0.105051	0	0	4	12	12	944	77	85	0.0510668	0.00314795	0.378
1499	CTNNB1	0	"Last Universal Common Ancestor"	6.78571	768	564987	0.0687167	90	46	30	43	43	933	673	1017	0.0247546	0.000426803	0.129
1500	CTNND1	0	"Last Universal Common Ancestor"	0.0913242	108	16915.3	0.119245	6	62	30	40	40	945	649	988	0.0678375		0.185
1501	CTNND2	0	"Last Universal Common Ancestor"	0	32	2032.13	0.0826613	1	0	11	10	10	944	104	123	0.0522449	0.00217687	0.098
1520	CTSS	0	"Last Universal Common Ancestor"	0	11	352.641	0.0181818	0	22	30	43	43	944	387	585	0.0372608		0.525
1523	CUX1	0	"Last Universal Common Ancestor"	0	113	26681.2	0.0478824	6	7	30	43	43	954	673	1017	0.0529903	0.000219877	0.163
1524	CX3CR1	0	Vertebrates	0	3	15.2409	0	3	1	7	39	39	943	16	26	0.037037	0.000861326	1.01
1525	CXADR	5	Vertebrates	0.0890472	28	13142.7	0.0740741	1	4	21	32	32	909	484	708	0.0593607	0.00365297	0.516
1538	CYLC1	0	Mammals	0	1	0	0	0	0	1	1	1	942			0.00256016		0.367
1540	CYLD	0	"Last Universal Common Ancestor"	0	763	358475	0.0601267	3	68	30	43	43	956	665	993	0.0404463		0.204
1549	CYP2A7	3	"Last Universal Common Ancestor"	0	2	4.35653	0	0	2	2	1	1		2	1	0.0337382	0.00404858	1.582
1558	CYP2C8	3	"Last Universal Common Ancestor"	0	15	174.221	0.361905	0	4	14	8	8	954	13	37	0.0741497	0.00204082	1.883
1559	CYP2C9	3	"Last Universal Common Ancestor"	0	16	1500.14	0.116667	0	3	5	9	9	945	20	22	0.0544218	0.00408163	1.402
1562	CYP2C18	3	"Last Universal Common Ancestor"	0	26	2109.61	0.0523077	0	0	5	12	12		51	57	0.052381	0.00272109	1.315
1571	CYP2E1	0	"Last Universal Common Ancestor"	0	17	1650.4	0.00735294	0	3	28	33	33	945	88	140	0.0601758	0.00270453	1.165
1579	CYP4A11	1	"Last Universal Common Ancestor"	0	4	126.415	0	0	39	2	6	6	942	1	1	0.0963391	0.00256904	1.643
1580	CYP4B1	0	"Last Universal Common Ancestor"	0.443656	2	2.43466	0	0	0	24	24	24	941	59	70	0.0970052	0.00130208	1.097
1600	DAB1	0	"Last Universal Common Ancestor"	0	82	16045.9	0.065944	2	0	7	13	13	942	43	61	0.0612613	0.0012012	0.215
1602	DACH1	0	Metazoans	0.275229	62	5089.72	0.10312	0	2	23	32	32	955	126	180	0.033861	0.00175901	0.135
1606	DGKA	0	"Last Universal Common Ancestor"	0	10	993.78	0.111111	0	2	30	42	42	946	610	901	0.0422596	0.000862441	0.367
1607	DGKB	0	"Last Universal Common Ancestor"	0	2	23.9754	0	0	7	6	7	7	938	28	43	0.0588723	0.00538972	0.369
1610	DAO	0	"Last Universal Common Ancestor"	0	10	2477.2	0	1	21	2	5	5	950	4	1	0.126801	0.00288184	1.697
1616	DAXX	0	Metazoans	1.42096	297	73695.6	0.0629493	16	2	30	41	41	944	675	1019	0.0367908		0.496
1622	DBI	0	"Last Universal Common Ancestor"	0	28	1139.7	0.0767196	1	1	30	43	43		675	1019	0.0810811	0.00225225	1.469
1630	DCC	0	Metazoans	0	66	5538.84	0.0526807	17	26	2	4	4	944	34	51	0.0739461	0.0029947	0.283
1633	DCK	0	"Last Universal Common Ancestor"	0	38	3622.67	0.103841	0	24	30	43	43	924	675	1019	0.0794872		1.035
1635	DCTD	0	"Last Universal Common Ancestor"	0	16	369.647	0.0416667	1	8	30	43	43	923	672	1018	0.111111		1.268
1636	ACE	0	"Last Universal Common Ancestor"	0	16	579.42	0.15	0	1	28	36	36	939	183	238	0.111792	0.000510465	1.081
1639	DCTN1	0	"Last Universal Common Ancestor"	5.03597	287	86145.9	0.0648863	13	4	30	43	43		675	1019	0.0659885		0.364
1643	DDB2	0	"Last Universal Common Ancestor"	0	114	22744.8	0.108834	20	3	30	43	43	950	675	1019	0.0507416		0.848
1646	AKR1C2	2	"Last Universal Common Ancestor"	0	22	1241.67	0.112554	0	1	28	35	35	952	209	382	0.0392157	0.00309598	1.46
1649	DDIT3	0	Vertebrates	0.178253	115	20073.6	0.090923	5	8	30	43	43	950	675	1019	0.0486111	0.00173611	0.678
1654	DDX3X	3	"Last Universal Common Ancestor"	43.3108	244	22129.5	0.179889	5	117	30	43	43	863	675	1019	0.00956697		0.118
1655	DDX5	0	"Last Universal Common Ancestor"	13.3878	322	40907.5	0.159711	20	22	30	43	43	942	675	1019	0.0190011	0.00108578	0.098
1656	DDX6	2	"Last Universal Common Ancestor"	15.5411	182	37401.8	0.091312	9	116	30	43	43	951	675	1019	0.0144928	0.000690131	0.174
1657	DMXL1	0	"Last Universal Common Ancestor"	0.364631	20	1037.05	0.0894737	0	46	30	42	42	943	673	1012	0.0682415	0.000437445	0.202
1660	DHX9	1	"Last Universal Common Ancestor"	29.5203	341	55392.8	0.178454	22	7	30	43	43	951	675	1019	0.0175853	0.000262467	0.105
1662	DDX10	1	"Last Universal Common Ancestor"	69.3436	122	3501.01	0.365398	0	5	30	43	43	914	675	1016	0.0819048	0.00114286	0.949
1665	DHX15	0	"Last Universal Common Ancestor"	56.1736	254	27202.4	0.192213	14	6	30	43	43	913	675	1019	0.00880503	0.000419287	0.105
1687	GSDME	0	Vertebrates	0	37	2012.9	0.045045	0	2	28	37	37		462	695	0.101478	0.00134409	1.125
1729	DIAPH1	0	"Last Universal Common Ancestor"	0.283554	82	8821.42	0.117736	5	63	30	43	43	953	675	1019	0.057652	0.000262054	0.32
1730	DIAPH2	0	"Last Universal Common Ancestor"	0.0958773	16	370.465	0.0666667	0	16	30	42	42	939	576	768	0.0299728	0.00060551	0.283
1740	DLG2	0	"Last Universal Common Ancestor"	0	56	24027.2	0.0863636	9	2	18	29	29		48	46	0.0687179	0.00478632	0.338
1741	DLG3	0	"Last Universal Common Ancestor"	0	99	22724.7	0.0453515	16	3	28	34	34		586	888	0.0252958	0.00203998	0.09
1756	DMD	0	Eukaryotes	0	78	14944.7	0.0712621	8	29	27	37	37	964	185	254	0.0332881	0.0012664	0.154
1769	DNAH8	0	Eukaryotes	0	9	16.3294	0.333333	0	7	2	6	6	943	4	13	0.0937611	0.000283266	0.675
1770	DNAH9	0	Eukaryotes	0	5	39.2391	0	0	62	3	14	14	932	14	16	0.0931045	0.000222916	0.722
1780	DYNC1I1	0	"Last Universal Common Ancestor"	0.0919118	96	9281.62	0.0901316	18	1	25	33	33	945	230	246	0.0609819	0.00206718	0.678
1785	DNM2	2	"Last Universal Common Ancestor"	49.2848	200	65897.4	0.068995	18	23	30	43	43	948	675	1019	0.0570881	0.000383142	0.18
1786	DNMT1	0	"Last Universal Common Ancestor"	16.4038	132	14554.3	0.178001	16	39	30	43	43	925	675	1019	0.0267565	0.000204248	0.143
1788	DNMT3A	0	Eukaryotes	0	65	7023.38	0.153846	10	33	30	43	43	955	632	949	0.111111	0.00146199	1.581
1789	DNMT3B	0	Eukaryotes	0.0924214	93	6412.76	0.143525	12	14	23	17	17	952	619	946	0.0504103	0.000390778	0.375
1794	DOCK2	0	"Last Universal Common Ancestor"	0.355872	54	4487.2	0.111111	3	0	25	41	41	948	208	317	0.0480874	0.00163934	0.261
1804	DPP6	0	"Last Universal Common Ancestor"	0	16	993.99	0.0583333	0	11	11	14	14	941	27	39	0.0558767	0.00770713	0.377
1806	DPYD	0	"Last Universal Common Ancestor"	0	11	752.472	0.0181818	0	5	30	43	43	956	467	744	0.132683	0.00260163	1.005
1807	DPYS	0	"Last Universal Common Ancestor"	0	8	1502.89	0.321429	0	0	5	9	9		2	5	0.119461	0.00192678	1.169
1811	SLC26A3	0	"Last Universal Common Ancestor"	0	2	0	1	0	3	2	15	15	948	13	21	0.0863874	0.0004363	0.955
1814	DRD3	0	Vertebrates	0	37	3961.2	0.045045	3	1	1	1	1	938			0.0583333	0.00166667	0.807
1816	DRD5	5	Metazoans	0	5	31.3672	0.1	3	1	0	3	3	947	2	1	0.102027	0.00139762	1.936
1823	DSC1	0	"Last Universal Common Ancestor"	0.0891266	50	2263.51	0.15102	5	7	2	5	5		8	20	0.0790455	0.000372856	0.947
1825	DSC3	0	"Last Universal Common Ancestor"	0	35	1694.22	0.12605	5	18	8	13	13		140	231	0.0758929	0.000372024	1.196
1828	DSG1	0	"Last Universal Common Ancestor"	0	71	3730.12	0.150503	5	1	3	7	7	945	17	23	0.0673657	0.000317763	0.331
1832	DSP	0	Eukaryotes	0	173	34390.4	0.11023	5	7	27	36	36	962	475	681	0.0737258	0.000232207	0.26
1833	EPYC	0	"Last Universal Common Ancestor"	0	2	0.584022	0	0	0	0	2	2	940	2	16	0.0859213	0.00414079	1.317
1834	DSPP	0	Eukaryotes	0	1	0	0	1	20	0	0	0	951	1	3	0.0122982	0.000512426	1.174
1837	DTNA	0	Metazoans	0.933707	56	7369.3	0.113636	5	1	27	37	37	940	217	316	0.0865859	0.000448632	0.368
1840	DTX1	0	Eukaryotes	0	26	650.839	0.193846	6	18	28	18	18	949	157	203	0.0387097		0.69
1844	DUSP2	0	"Last Universal Common Ancestor"	0	63	2204.98	0.0266257	0	71	30	41	41	953	439	609	0.0721868	0.00106157	1.612
1849	DUSP7	0	"Last Universal Common Ancestor"	0.534759	64	2227.3	0.0525794	0	54	30	42	42	943	671	998	0.0334129	0.000795545	0.503
1852	DUSP9	0	"Last Universal Common Ancestor"	0.0901713	88	10317.8	0.0559039	0	32	4	5	5	950	279	367	0.0208333	0.000868056	0.529
1859	DYRK1A	0	"Last Universal Common Ancestor"	1.58311	404	155366	0.0428224	0	43	30	40	40	954	675	1019	0.041066		0.214
1870	E2F2	0	"Last Universal Common Ancestor"	0	31	932.954	0.105376	5	84	7	15	15	955	648	904	0.0610221	0.000762777	0.561
1871	E2F3	1	"Last Universal Common Ancestor"	3.56522	50	3806.11	0.154286	9	130	29	41	41	935	675	1019	0.0351254	0.000716846	0.349
1879	EBF1	1	Metazoans	1.42222	13	164.744	0.0512821	1	8	28	36	36	953	169	247	0.0474614	0.000551876	0.256
1880	GPR183	0	Metazoans	0.177936	37	1174.99	0.0585586	2	24	29	41	41	950	60	108	0.0350877		1.061
1894	ECT2	0	"Last Universal Common Ancestor"	47.625	176	46793	0.0487662	2	13	27	41	41	952	675	1019	0.0487126	0.000347947	0.657
1901	S1PR1	0	Vertebrates	0	107	31651.7	0.0276847	8	29	30	43	43	945	195	304	0.0357766	0.0008726	0.547
1902	LPAR1	0	Metazoans	0.183655	205	47876.3	0.0466762	5	3	28	40	40	955	372	568	0.047619	0.0018315	0.714
1910	EDNRB	0	Metazoans	0	39	1841.28	0.0202429	3	0	29	36	36	947	105	122	0.0494987		0.593
1912	PHC2	0	Metazoans	0	102	14519.2	0.0902737	11	43	30	43	43	942	675	1019	0.047397		0.387
1915	EEF1A1	30	"Last Universal Common Ancestor"	66.1278	479	190239	0.105651	8	67	30	43	43	937	675	1019	0.017316	0.000721501	0.293
1936	EEF1D	0	"Last Universal Common Ancestor"	0	246	63854.9	0.11412	5	4	30	43	43	940	675	1019	0.052035	0.000515198	0.838
1938	EEF2	0	"Last Universal Common Ancestor"	77.4194	300	39952.9	0.17126	3	79	30	43	43	929	675	1019	0.0337995	0.0003885	0.172
1956	EGFR	0	"Last Universal Common Ancestor"	3.48129	1356	2151660	0.0238982	113	37	29	36	36	947	476	732	0.0619835	0.000550964	0.349
1958	EGR1	0	"Last Universal Common Ancestor"	0	46	2305.46	0.142995	16	8	30	39	39		597	963	0.0527931	0.000613874	0.59
1959	EGR2	0	"Last Universal Common Ancestor"	0.70922	21	676.28	0.0238095	16	9	23	35	35	952	99	144	0.0441176		0.604
1960	EGR3	0	"Last Universal Common Ancestor"	0	0	0	0	2	20	26	33	33	957	111	152	0.0223945		0.312
1964	EIF1AX	2	"Last Universal Common Ancestor"	81.0484	76	20770.7	0.0533333	5	114	30	43	43	842	675	1019		0.00694444	0.386
1969	EPHA2	0	"Last Universal Common Ancestor"	0	180	53483.7	0.0857232	7	57	29	37	37	959	544	825	0.0915301	0.00068306	0.555
1973	EIF4A1	11	"Last Universal Common Ancestor"	57.7186	148	16538.9	0.223111	10	25	30	43	43		675	1019	0.0180624	0.00164204	0.117
1974	EIF4A2	12	"Last Universal Common Ancestor"	12.6333	90	7128.56	0.106866	8	42	30	43	43	943	675	1019	0.01638	0.002457	0.205
1984	EIF5A	4	"Last Universal Common Ancestor"	38.9495	91	11006.8	0.14652	0	47	30	43	43	938	675	1019	0.0163043		0.543
1990	CELA1	0	"Last Universal Common Ancestor"	0.0944287	22	939.42	0.030303	0	0	1	5	5	949	2	4	0.117571	0.00387597	0.98
1993	ELAVL2	2	"Last Universal Common Ancestor"	0	145	11315	0.200096	7	64	3	5	5	960	167	216	0.041988	0.00257069	0.189
1994	ELAVL1	2	"Last Universal Common Ancestor"	1.32275	1809	4422620	0.0140057	19	24	30	43	43	948	675	1019	0.0143149		0.222
1995	ELAVL3	2	"Last Universal Common Ancestor"	0.0890472	14	288.972	0.208791	0	47	3	3	3	949	49	86	0.0208901	0.000908265	0.462
1996	ELAVL4	2	"Last Universal Common Ancestor"	0	28	1592.04	0.0978836	2	22	4	9	9	945	44	72	0.0339967	0.000829187	0.382
1997	ELF1	0	"Last Universal Common Ancestor"	0.178094	16	690.663	0.25	3	2	30	43	43		674	1016	0.0597738		0.584
1999	ELF3	0	Metazoans	0.179695	52	2759.12	0.0987934	1	19	16	28	28	958	399	516	0.0386343		0.296
2000	ELF4	0	Metazoans	0.0896861	12	108.274	0.166667	0	21	29	41	41	946	655	981	0.0175968		0.644
2001	ELF5	0	Vertebrates	0.0890472	10	259.341	0	0	11	8	12	12	949	58	56	0.0893082		0.801
2005	ELK4	0	Metazoans	0.178094	17	492.848	0.176471	1	101	30	39	39	953	675	1019	0.0719258		0.915
2006	ELN	0	Vertebrates	0	27	3664.19	0.0769231	5	22	29	36	36	944	63	125	0.0339271	0.000848176	0.871
2011	MARK2	0	"Last Universal Common Ancestor"	1.32861	127	18226	0.0996125	4	68	30	42	42	952	675	1019	0.0190355		0.156
2019	EN1	0	Metazoans	0	34	1261.63	0.0427807	0	23	4	5	5	934	106	172	0.0178571		0.35
2020	EN2	0	Metazoans	0	5	79.9219	0.3	0	103	2	2	2	943	175	212	0.031031		0.634
2033	EP300	0	Eukaryotes	7.73967	568	405116	0.0572385	119	52	30	43	43	940	674	1018	0.0687655	0.00041425	0.099
2034	EPAS1	0	Metazoans	0.0918274	135	19283.9	0.107242	12	7	30	38	38	956	542	820	0.0551724	0.00114943	0.381
2035	EPB41	0	"Last Universal Common Ancestor"	0.0890472	166	24656.5	0.0736765	2	51	30	43	43	938	673	989	0.0871914	0.00115741	0.519
2041	EPHA1	0	"Last Universal Common Ancestor"	0	152	56189.6	0.0200418	7	12	26	25	25	945	291	414	0.0990437		1.045
2042	EPHA3	0	"Last Universal Common Ancestor"	0	41	4545.07	0.0804878	5	0	20	30	30	946	103	177	0.0983384	0.00169549	0.527
2043	EPHA4	0	"Last Universal Common Ancestor"	0.267142	105	54459.1	0.0388278	5	74	27	37	37	958	327	481	0.0659229	0.000676133	0.175
2044	EPHA5	0	"Last Universal Common Ancestor"	0.0891266	18	1296.56	0.0392157	5	14	2	9	9	954	104	158	0.0815671	0.00128452	0.521
2045	EPHA7	0	"Last Universal Common Ancestor"	0	113	26689.4	0.0265487	5	19	16	23	23	944	92	148	0.0624583	0.00133601	0.128
2047	EPHB1	1	"Last Universal Common Ancestor"	0	24	676.486	0.123188	17	18	14	25	25	945	154	194	0.0846884	0.00135501	0.257
2050	EPHB4	0	"Last Universal Common Ancestor"	0.709849	69	14616.6	0.0332481	17	25	30	39	39	959	585	942	0.0722729		0.422
2051	EPHB6	0	"Last Universal Common Ancestor"	0	39	2671.49	0.0850202	17	0	30	25	25	944	239	370	0.0560992		0.617
2054	STX2	0	"Last Universal Common Ancestor"	0	72	9009.5	0.121283	1	17	30	38	38	930	657	998	0.113426	0.00115741	1.105
2058	EPRS1	0	"Last Universal Common Ancestor"	58.4192	199	23177.4	0.180448	7	9	30	43	43	944	675	1019	0.0844356	0.000661376	0.505
2060	EPS15	0	"Last Universal Common Ancestor"	0	174	39708.4	0.0974686	23	7	30	43	43	947	675	1019	0.0528274	0.000372024	0.455
2064	ERBB2	0	"Last Universal Common Ancestor"	2.45184	426	303859	0.0451036	67	70	30	38	38	946	629	962	0.0438247		0.397
2065	ERBB3	0	"Last Universal Common Ancestor"	1.50177	255	88755.7	0.048541	3	39	26	34	34	954	421	563	0.0712866	0.000496771	0.685
2066	ERBB4	0	"Last Universal Common Ancestor"	0.0891266	123	27065.6	0.0707717	3	9	11	12	12	940	63	87	0.0675331	0.00433231	0.265
2068	ERCC2	0	"Last Universal Common Ancestor"	37.5	74	5617.55	0.15846	72	3	30	43	43	938	675	1019	0.13114	0.00131579	1.086
2070	EYA4	0	"Last Universal Common Ancestor"	0	72	10498.6	0.0594679	0	9	10	15	15	953	228	322	0.0919897	0.00103359	0.45
2071	ERCC3	0	"Last Universal Common Ancestor"	27.1211	120	23113.3	0.0654062	74	3	30	43	43	947	675	1019	0.0852515	0.000426257	0.786
2072	ERCC4	0	"Last Universal Common Ancestor"	1.41844	62	4261.37	0.132205	13	16	29	42	42	949	666	965	0.10262	0.000363901	0.896
2073	ERCC5	0	"Last Universal Common Ancestor"	0	33	756.42	0.193182	6	1	25	43	43	924	675	1019	0.00168634		0.805
2074	ERCC6	0	"Last Universal Common Ancestor"	0	99	3640.39	0.183055	14	2	30	42	42	961	665	953	0.0768029		0.802
2077	ERF	0	"Last Universal Common Ancestor"	0.0944287	89	13966.3	0.0314096	1	4	30	37	37	947	675	1019	0.0231144		0.261
2078	ERG	0	Metazoans	0.367309	105	4193.11	0.17381	3	4	29	37	37	945	57	84	0.0521262	0.000685871	0.329
2099	ESR1	0	Metazoans	0.980392	808	441906	0.0603046	67	74	18	23	23	940	74	62	0.0563931	0.00279174	0.19
2104	ESRRG	1	Metazoans	0.0891266	67	15371.1	0.0470375	2	12	10	24	24	946	64	66	0.0567376		0.56
2113	ETS1	0	Metazoans	0	111	46394.4	0.0796069	3	58	30	42	42	960	583	881	0.0213058	0.00137457	0.389
2115	ETV1	0	Metazoans	0.18018	24	443.251	0.184783	0	3	24	34	34	947	364	499	0.0761705		0.347
2117	ETV3	0	Metazoans	0.0940734	57	6565.58	0.0451128	0	94	30	43	43	955	671	1018	0.0351562	0.000651042	0.299
2118	ETV4	0	Metazoans	0.36036	20	648.297	0.163158	1	1	19	30	30	954	596	845	0.088843	0.00137741	0.846
2119	ETV5	0	Vertebrates	0.275229	24	5587.8	0.057971	0	11	29	35	35	944	597	887	0.051634	0.00196078	0.092
2120	ETV6	0	Metazoans	0.356189	49	5454.69	0.125	6	32	30	43	43	959	658	987	0.0449852	0.00147493	0.318
2122	MECOM	0	"Last Universal Common Ancestor"	0.712378	236	45418.1	0.0672196	2	1	27	35	35	959	390	527	0.0451977	0.000807102	0.136
2123	EVI2A	0	Vertebrates	0.364299	20	1325.29	0.0210526	0	7	26	41	41	943	205	349	0.0746461		1.344
2125	EVPL	0	Eukaryotes	0	90	12626.6	0.0489388	3	0	20	27	27	956	387	530	0.0838605		0.749
2130	EWSR1	1	"Last Universal Common Ancestor"	29.7023	720	599876	0.0559303	8	12	30	43	43	936	675	1019	0.0403429	0.000504286	0.218
2131	EXT1	0	"Last Universal Common Ancestor"	1.06383	46	4553.91	0.0318841	1	42	30	37	37	952	658	954	0.0638963	0.00312779	0.261
2132	EXT2	0	"Last Universal Common Ancestor"	0.366972	68	18333.1	0.0311677	1	17	30	43	43	950	675	1019	0.111851		0.766
2138	EYA1	0	"Last Universal Common Ancestor"	0.0976562	46	3285.65	0.0492754	2	2	10	14	14	948	166	227	0.10467	0.00322061	0.332
2145	EZH1	0	"Last Universal Common Ancestor"	0	73	1883.88	0.0612633	0	15	30	43	43		674	1019	0.0385126		0.421
2146	EZH2	0	"Last Universal Common Ancestor"	0.713649	698	339240	0.0472183	35	43	28	36	36	936	673	1017	0.0292943	0.000443853	0.146
2153	F5	0	Metazoans	0	19	996.405	0.0409357	9	4	12	21	21	948	67	105	0.058753	0.00044964	0.562
2157	F8	0	Metazoans	0	23	1762.92	0.0790514	8	0	29	43	43	942	123	156	0.0116263	0.000283567	0.089
2175	FANCA	0	Metazoans	0.454959	154	30707.6	0.0697734	19	59	16	36	36	945	674	1011	0.086827	0.00114548	1.366
2176	FANCC	0	Metazoans	0.355872	82	12952.5	0.0957543	17	41	28	39	39	943	671	998	0.0770609	0.00238949	1.043
